ID,Gender,Birthdate,Years Graduated,Salary
1094255,M,11/17/1991,10,320000
951294,M,11/11/1991,11,220000
1250499,M,8/20/1993,10,185000
1265323,M,3/30/1994,9,240000
1269127,M,11/22/1991,11,200000
272917,M,8/26/1989,13,80000
330602,M,12/26/1990,12,415000
920334,M,2/20/1994,10,160000
1175212,M,12/5/1993,9,120000
896469,M,5/29/1992,10,475000
274453,M,9/1/1990,13,175000
64871,M,6/24/1988,14,455000
1119944,F,9/25/1992,10,225000
279776,F,11/16/1988,13,310000
361583,M,1/25/1991,12,800000
339386,M,8/23/1991,12,280000
334017,M,12/3/1989,12,460000
1187201,M,8/31/1990,10,315000
503221,M,10/12/1990,11,350000
1266967,F,5/20/1991,10,200000
901358,F,3/3/1993,10,370000
806688,M,9/8/1991,10,200000
1171245,M,6/4/1992,10,200000
683102,F,3/14/1991,11,325000
543951,M,3/18/1992,11,160000
988904,M,9/24/1992,10,235000
593024,F,6/10/1992,11,340000
325147,M,10/29/1987,12,335000
407824,F,9/15/1990,12,305000
1055284,M,8/21/1988,11,120000
1247771,M,12/18/1991,10,120000
941785,M,2/8/1993,10,180000
353742,M,12/27/1990,12,370000
995191,M,1/23/1992,11,190000
283113,M,10/23/1988,13,305000
602344,M,1/21/1992,11,450000
1083507,M,5/22/1992,10,345000
331083,M,8/16/1991,12,335000
1034763,M,10/20/1992,11,480000
608938,M,5/25/1991,11,600000
919264,M,10/5/1992,10,325000
663821,M,5/24/1991,7,180000
600127,M,7/27/1991,11,325000
1232472,M,7/1/1992,11,220000
775846,M,2/26/1991,11,375000
451903,M,7/5/1991,12,300000
810702,M,4/20/1992,10,180000
730050,M,9/26/1991,11,220000
1026621,F,4/30/1992,10,300000
1261955,M,10/6/1993,10,225000
244558,F,7/16/1990,13,650000
814679,M,12/31/1989,13,120000
641821,M,6/9/1991,11,180000
356498,M,6/9/1991,12,445000
309214,M,4/2/1992,11,420000
1175511,M,6/6/1993,9,280000
1007916,F,3/7/1992,11,220000
619660,M,1/2/1990,11,300000
329618,M,10/20/1990,12,370000
267047,M,7/7/1985,13,150000
1240138,M,12/22/1990,12,300000
215739,M,4/7/1989,13,390000
817804,M,1/21/1993,10,145000
662113,M,11/5/1990,11,180000
678842,M,7/20/1989,13,240000
333860,F,3/22/1990,12,180000
1149330,F,3/7/1992,11,120000
1248250,M,9/5/1988,11,185000
51094,M,1/24/1989,14,400000
693533,M,10/2/1989,11,315000
1219098,M,9/27/1990,11,265000
906387,M,2/26/1992,10,120000
342610,M,5/5/1990,12,475000
536761,M,6/23/1991,11,360000
649731,M,6/17/1990,12,420000
843047,F,11/3/1989,12,200000
133153,M,1/14/1989,14,555000
135273,M,6/26/1989,14,615000
263859,M,6/1/1988,13,450000
329604,M,4/11/1990,12,320000
1068402,M,6/16/1993,10,350000
212055,M,7/22/1989,11,550000
225114,F,9/20/1987,13,360000
1149223,F,1/27/1992,11,200000
543844,M,11/20/1991,11,120000
641272,F,4/4/1992,11,335000
1261826,M,3/14/1992,11,130000
692945,M,11/10/1990,11,320000
321139,F,8/15/1990,12,400000
86373,F,3/18/1989,14,150000
785663,M,8/1/1991,10,220000
637623,M,10/14/1991,10,180000
1220653,F,3/19/1992,10,310000
1263022,F,9/25/1992,10,325000
864091,M,6/24/1990,11,360000
543099,F,7/3/1991,11,325000
1084536,M,9/29/1990,10,425000
688018,M,2/23/1991,11,180000
1274658,F,4/24/1991,11,320000
530678,M,3/23/1991,11,180000
591405,M,1/13/1992,11,605000
636523,F,10/15/1990,11,410000
389343,M,11/3/1990,12,430000
995189,M,8/28/1992,11,145000
836769,M,12/11/1990,12,180000
505714,M,10/19/1989,12,240000
359173,F,9/4/1989,12,800000
259623,M,6/2/1988,14,175000
713848,M,7/24/1990,12,360000
65919,M,8/21/1988,14,470000
16400,M,12/29/1989,14,650000
995970,M,8/29/1992,11,325000
530061,F,7/18/1991,11,300000
190224,M,4/16/1986,13,330000
514471,M,4/27/1989,12,200000
986780,M,5/15/1992,10,210000
1269397,M,5/2/1992,10,240000
670423,F,7/27/1992,11,170000
794050,M,7/28/1992,10,350000
982135,M,1/31/1992,10,600000
631506,M,3/9/1992,11,350000
1075216,M,1/28/1991,11,300000
790690,F,8/28/1992,11,275000
243897,F,2/23/1983,13,400000
1083403,M,10/9/1991,10,315000
50601,M,7/22/1982,15,300000
1091250,M,6/20/1991,12,200000
626318,M,1/1/1991,11,180000
189286,M,8/2/1989,13,400000
536516,M,4/10/1990,12,210000
963241,M,8/22/1993,10,380000
143999,M,5/16/1990,13,200000
1171292,M,5/24/1992,10,330000
65278,M,2/8/1988,14,180000
1089038,M,5/17/1992,11,345000
1043795,M,3/18/1991,11,350000
33117,M,8/17/1986,14,475000
850679,M,4/2/1992,11,335000
823556,F,10/13/1992,10,260000
963058,M,1/6/1993,10,335000
350462,M,11/18/1990,12,100000
1106129,M,6/26/1993,10,230000
115351,M,1/15/1990,14,340000
359281,M,5/10/1990,12,180000
350149,M,8/18/1990,12,420000
625891,F,9/16/1991,11,150000
202864,M,6/25/1988,13,480000
332860,M,6/16/1989,12,380000
121233,M,6/26/1989,14,150000
1209279,M,6/10/1991,10,310000
1152368,M,5/8/1990,12,180000
140797,M,6/29/1988,14,260000
455057,M,6/7/1990,12,240000
628331,F,12/7/1991,11,200000
1042343,M,3/26/1991,11,120000
64792,F,12/27/1988,14,530000
909180,M,3/7/1990,11,350000
359490,M,2/14/1990,12,120000
1062284,M,9/28/1992,11,120000
341436,M,4/25/1990,12,430000
1042501,F,11/23/1991,11,85000
902366,M,1/10/1992,10,325000
319385,F,9/24/1990,12,400000
1238752,M,6/22/1992,11,180000
643096,M,12/5/1991,10,325000
325868,F,8/24/1991,12,210000
637115,M,3/3/1993,10,315000
1154783,F,7/25/1993,10,200000
682129,M,1/15/1990,11,200000
615313,M,7/8/1994,10,305000
919397,M,7/24/1992,10,350000
434621,M,2/1/1992,12,95000
226017,M,11/19/1989,12,305000
1081685,M,6/12/1991,10,325000
1166135,F,11/6/1992,10,305000
35275,M,11/12/1989,13,200000
1043850,M,3/24/1991,11,350000
38032,M,12/21/1985,14,850000
324343,M,12/5/1987,12,280000
407934,M,12/18/1990,12,440000
624733,M,8/29/1992,11,300000
607667,F,3/31/1991,11,275000
304344,M,2/6/1987,13,85000
82270,M,8/12/1986,14,395000
615310,M,1/15/1993,10,290000
1166852,F,12/12/1992,10,325000
1156362,F,4/24/1993,11,210000
711754,M,10/28/1989,11,390000
347445,M,3/31/1991,12,180000
329920,M,7/29/1990,12,1300000
1068813,M,1/25/1992,11,250000
624266,M,3/26/1991,11,120000
345685,F,6/1/1990,12,200000
530518,M,2/9/1991,11,150000
877241,M,5/10/1992,10,345000
435229,M,7/7/1990,12,320000
1089260,M,5/7/1990,11,450000
242972,M,7/3/1990,13,340000
606946,M,1/19/1992,11,350000
64897,F,2/13/1988,14,400000
625377,M,11/27/1991,11,390000
326334,F,8/25/1990,12,325000
813008,M,9/21/1992,10,180000
924485,M,11/19/1991,10,145000
463002,M,7/23/1990,11,120000
203097,F,2/19/1990,13,420000
479885,M,5/3/1987,12,130000
609211,F,7/17/1991,11,700000
731810,M,7/27/1992,11,310000
1149902,M,3/23/1993,10,145000
1101730,M,1/25/1992,11,370000
698109,M,9/12/1990,11,360000
595845,F,12/10/1991,10,340000
230211,M,7/15/1989,13,120000
687289,F,12/18/1991,11,300000
192948,F,4/26/1989,13,500000
1023622,M,3/1/1993,10,305000
271036,M,8/25/1988,13,530000
820734,M,12/7/1992,10,240000
449899,M,9/12/1990,12,150000
121509,F,5/27/1989,14,520000
1115290,M,7/15/1991,11,110000
651807,M,7/31/1991,11,600000
619423,M,6/3/1992,11,40000
1081706,M,8/26/1992,10,570000
990494,F,7/1/1992,10,220000
274016,M,6/2/1990,13,290000
1242036,M,12/5/1991,10,320000
1023314,M,6/16/1993,10,180000
988732,M,1/10/1993,10,95000
1045712,M,7/1/1990,11,95000
642720,M,2/9/1989,11,240000
30142,M,10/7/1986,14,320000
211252,M,7/23/1988,13,495000
353081,M,10/31/1989,12,355000
827501,M,6/17/1992,10,300000
1193792,M,10/10/1990,12,200000
794209,M,3/9/1992,10,400000
1201536,M,7/14/1991,11,360000
664758,F,2/11/1989,11,300000
358114,F,12/7/1990,12,450000
1098954,M,12/1/1989,12,105000
530601,M,11/3/1990,11,290000
229508,M,3/6/1990,13,280000
921123,F,7/11/1993,10,325000
1095283,M,4/16/1992,11,335000
811379,M,5/21/1992,10,325000
624224,M,5/10/1991,11,300000
1289956,M,2/9/1993,10,210000
282180,M,7/18/1987,13,500000
919418,M,4/2/1992,10,180000
742427,F,11/18/1992,11,300000
514215,M,5/3/1992,11,335000
632512,M,9/22/1992,11,240000
224757,F,10/14/1989,13,400000
1251221,M,4/1/1992,11,210000
47476,F,6/10/1988,14,205000
123610,M,5/10/1988,13,200000
317627,M,5/23/1988,14,180000
63890,F,12/6/1984,14,610000
644505,M,1/8/1992,11,200000
350244,F,1/30/1992,12,400000
113192,M,2/20/1989,14,620000
1240608,M,7/25/1992,9,405000
963123,M,6/28/1993,10,335000
1131892,M,8/7/1990,11,95000
745677,F,12/6/1991,11,205000
182616,M,9/26/1990,13,275000
298494,M,5/9/1990,13,280000
614047,M,6/2/1993,10,115000
753317,M,6/9/1992,11,335000
65707,M,10/3/1988,14,630000
837421,F,9/1/1993,10,305000
1035858,M,4/1/1992,11,490000
1265819,M,7/24/1992,11,240000
829759,M,6/7/1991,10,215000
913446,M,12/24/1992,10,370000
1149020,F,12/15/1991,11,300000
898265,M,12/16/1991,10,350000
640413,M,10/11/1990,11,180000
435465,F,7/19/1990,13,200000
959934,M,1/5/1990,10,145000
105067,M,6/1/1987,14,120000
1148338,M,12/3/1991,11,325000
434862,F,4/14/1991,12,360000
258714,M,8/11/1989,14,180000
315763,M,12/28/1989,13,550000
267786,F,11/27/1985,13,500000
513309,M,4/29/1990,12,415000
911962,M,9/24/1991,10,400000
416501,M,1/18/1990,12,360000
924141,M,10/5/1992,10,200000
1202817,M,10/11/1991,11,275000
145701,M,12/16/1988,14,900000
305068,F,8/5/1989,13,120000
1223805,M,1/30/1993,10,205000
905220,M,7/9/1992,10,315000
1008888,M,2/3/1993,10,120000
806636,M,5/20/1992,10,240000
213053,M,4/16/1990,13,350000
112994,M,10/10/1988,14,470000
285832,F,4/10/1988,13,420000
1029602,M,11/8/1992,11,345000
78381,M,6/27/1989,13,530000
1015635,M,5/2/1992,10,320000
1289938,M,2/5/1992,10,345000
637467,M,7/9/1992,11,360000
359807,M,12/23/1988,12,240000
982693,M,11/6/1992,10,240000
229944,M,9/25/1989,13,520000
1152429,M,5/8/1989,11,340000
216686,M,6/14/1988,13,410000
555599,F,7/20/1991,11,550000
60260,M,3/25/1988,14,450000
1015299,F,9/17/1991,10,200000
1063224,M,8/12/1992,10,105000
309911,F,1/22/1989,13,100000
1202783,F,1/1/1993,10,275000
595052,M,3/20/1991,12,205000
670536,M,1/11/1991,11,360000
204592,F,8/13/1988,13,450000
716346,M,9/5/1990,12,500000
246938,M,5/30/1988,13,640000
847006,M,12/27/1988,11,95000
348134,M,12/13/1990,12,410000
745903,M,3/21/1991,11,300000
577498,M,4/4/1991,11,295000
668714,M,10/11/1990,12,220000
283452,M,8/14/1988,13,445000
340172,M,7/6/1992,11,180000
633333,M,11/11/1991,11,165000
520055,F,6/5/1991,12,350000
600992,M,5/30/1987,12,240000
326089,M,12/26/1990,12,395000
345996,M,1/30/1990,12,400000
896540,M,3/1/1992,11,400000
279695,M,2/10/1990,13,400000
439791,M,7/15/1990,12,350000
1095056,F,9/20/1991,11,140000
604995,F,5/5/1990,11,300000
114636,M,2/4/1988,14,560000
676000,M,7/31/1991,11,335000
340877,F,9/14/1991,12,470000
662921,M,2/12/1990,11,325000
295111,M,1/31/1990,13,265000
595896,M,10/3/1992,10,120000
290605,M,2/14/1989,13,180000
614179,M,7/1/1993,10,180000
656354,M,7/25/1992,11,365000
52752,M,10/25/1988,11,650000
941795,M,12/22/1990,10,120000
99750,F,10/31/1988,14,120000
223212,M,6/1/1987,13,650000
802861,M,7/30/1992,10,180000
425532,M,5/11/1989,12,300000
335000,F,10/2/1989,11,300000
815820,M,9/18/1991,10,580000
242100,M,11/24/1989,13,35000
919708,M,1/11/1993,10,340000
60259,M,9/25/1988,14,220000
336342,M,12/14/1992,12,380000
240420,M,6/30/1990,13,690000
902841,M,5/19/1992,10,430000
543804,F,3/17/1991,11,930000
114346,M,11/20/1986,14,120000
957046,F,8/14/1993,10,340000
1073062,M,8/9/1991,11,145000
640916,M,11/24/1992,11,500000
652780,M,5/18/1992,11,220000
1122862,M,12/27/1990,10,300000
631489,M,8/10/1990,11,120000
324782,M,10/7/1990,12,350000
824943,F,8/7/1992,10,180000
654100,M,12/19/1987,11,95000
238326,M,6/4/1989,13,645000
868740,M,5/1/1992,10,240000
956695,F,10/26/1992,10,300000
30388,M,12/15/1987,14,280000
331122,F,10/25/1990,10,560000
245887,M,5/4/1989,13,120000
955678,M,4/21/1992,10,145000
327257,M,10/11/1990,12,655000
336937,M,8/24/1990,12,100000
343471,F,1/14/1991,12,350000
927772,M,10/3/1992,10,300000
822977,M,10/27/1992,10,180000
872404,M,10/6/1991,10,180000
480210,M,9/17/1990,12,425000
225140,M,1/1/1989,13,320000
328621,M,7/30/1990,12,430000
794191,M,10/20/1992,10,240000
660938,F,7/12/1992,11,100000
1161589,M,7/27/1993,10,420000
911856,M,6/10/1991,10,315000
1274522,M,3/31/1992,10,325000
192918,M,9/15/1988,13,645000
971540,F,4/25/1993,10,105000
360290,F,8/8/1990,12,400000
604570,M,9/12/1992,11,180000
308247,M,10/3/1989,12,300000
224873,M,3/15/1990,12,450000
1202809,F,6/3/1992,10,200000
812597,M,12/26/1990,11,910000
530441,M,1/14/1989,11,360000
326612,M,9/15/1990,12,160000
1154140,F,5/16/1992,11,100000
1261348,M,5/8/1991,10,250000
604529,M,7/25/1990,12,450000
1039663,F,12/8/1990,11,300000
530381,M,8/22/1991,11,370000
836781,M,11/26/1989,12,310000
995603,M,9/14/1990,11,240000
1152409,F,6/22/1991,11,180000
329402,F,5/18/1991,12,265000
599393,M,11/6/1991,11,350000
967009,M,10/15/1991,10,280000
284534,M,5/10/1989,13,210000
296790,M,5/7/1988,13,230000
604361,M,12/28/1989,11,350000
1259599,M,7/30/1993,10,100000
262440,M,2/7/1988,13,460000
295554,M,6/12/1989,13,450000
644914,F,6/5/1993,11,250000
1245332,M,8/15/1991,9,160000
792999,F,2/9/1991,11,180000
308245,M,5/1/1990,12,350000
230785,F,9/9/1990,13,250000
914135,M,1/25/1992,10,310000
1072371,M,6/3/1991,11,240000
822635,M,3/4/1991,10,200000
625984,F,12/3/1991,11,210000
536517,F,1/17/1990,12,350000
344387,M,8/22/1988,12,300000
1218578,F,3/2/1991,10,145000
257095,M,5/6/1981,14,110000
758478,M,7/2/1991,11,300000
34238,M,2/9/1986,14,570000
505974,F,3/14/1991,12,300000
374948,F,9/8/1990,12,205000
1297773,M,3/14/1990,10,325000
121780,F,5/18/1989,14,75000
355888,M,7/3/1991,12,320000
189790,M,10/18/1989,13,395000
629628,F,2/14/1992,11,305000
1230413,M,2/12/1994,10,220000
895667,F,8/31/1992,10,655000
212005,M,1/24/1989,13,270000
1264544,M,11/11/1991,11,120000
864904,M,4/11/1991,12,215000
439109,M,9/25/1990,12,400000
1219117,M,6/12/1990,11,335000
299309,F,7/10/1989,13,160000
262821,M,1/29/1989,13,150000
713751,F,11/12/1991,7,100000
914228,F,1/12/1992,10,145000
337754,M,4/29/1989,12,385000
1035826,M,4/7/1990,10,75000
1053501,M,5/20/1992,11,400000
852633,M,6/6/1992,10,330000
58940,M,12/10/1988,14,450000
45579,M,11/2/1988,14,550000
563023,M,8/30/1990,12,480000
614839,M,10/28/1992,10,220000
1128347,M,1/13/1992,11,335000
980748,M,2/25/1992,10,325000
1142382,F,12/23/1991,10,215000
281946,M,8/7/1986,13,150000
404256,F,12/29/1989,13,115000
308793,M,2/8/1991,12,360000
107796,M,1/9/1989,14,1200000
1084021,F,1/4/1991,11,300000
333394,M,9/7/1989,12,415000
820418,M,9/9/1992,10,400000
50626,M,5/30/1987,15,180000
676743,F,3/29/1991,11,400000
839602,M,7/15/1991,12,525000
1035913,M,1/16/1991,11,110000
389425,M,9/18/1989,12,380000
507132,M,1/1/1986,12,170000
640533,M,8/29/1992,11,400000
955684,M,4/15/1992,10,200000
624804,M,5/19/1989,11,345000
337764,M,7/26/1988,12,220000
64118,F,5/25/1988,14,200000
294700,F,8/15/1989,13,525000
785378,M,12/20/1993,10,170000
991636,M,3/19/1991,10,180000
1233201,M,12/24/1991,10,85000
960922,M,6/10/1991,10,150000
287134,M,7/30/1988,13,400000
279508,M,10/31/1989,13,325000
533540,M,11/15/1990,12,360000
1064536,M,7/8/1992,11,330000
1279942,M,6/23/1992,10,300000
246986,F,12/30/1988,13,550000
334275,M,8/8/1990,12,420000
297452,M,12/15/1989,13,60000
340628,M,4/5/1989,12,300000
635283,M,3/24/1990,11,180000
334988,F,3/9/1992,11,325000
947956,M,11/9/1989,10,180000
1251363,M,2/25/1992,10,340000
337919,F,1/7/1991,12,360000
563037,M,6/14/1988,13,110000
639820,M,2/15/1991,11,200000
529581,M,10/1/1991,12,210000
117081,M,8/23/1989,14,450000
1136423,M,3/16/1992,10,400000
1088670,M,4/28/1990,11,265000
273690,M,9/1/1987,13,515000
40838,M,2/14/1988,14,1300000
798620,M,10/28/1991,9,400000
520399,M,10/26/1991,12,450000
348114,F,6/29/1989,12,335000
920246,M,1/1/1992,10,125000
78728,M,2/21/1986,14,240000
289190,M,2/3/1993,12,340000
58365,M,8/19/1988,14,555000
99935,M,9/25/1987,14,300000
1281191,M,12/9/1991,11,105000
912934,M,5/27/1992,8,400000
434552,M,10/10/1989,12,300000
605881,M,1/3/1993,11,240000
827485,M,8/28/1990,10,350000
374150,M,6/13/1988,12,800000
626784,M,5/15/1991,11,335000
1089343,F,12/11/1992,10,360000
1100533,M,3/3/1993,10,400000
650400,M,10/8/1992,10,320000
552307,M,2/2/1991,11,450000
1143383,M,7/6/1993,9,120000
335166,M,7/5/1990,11,195000
218077,M,7/21/1991,13,200000
800117,M,8/12/1993,10,105000
262345,M,2/16/1990,13,375000
1087727,M,4/9/1992,10,610000
1237891,M,1/15/1993,9,250000
668682,M,5/20/1992,11,155000
349723,F,1/1/1991,12,320000
983779,F,9/15/1992,9,240000
955152,M,10/26/1992,10,240000
908925,F,11/9/1992,10,300000
975278,F,5/2/1993,10,120000
741590,M,4/14/1993,10,335000
1088407,M,8/13/1992,11,120000
78777,M,10/25/1987,14,750000
354749,M,6/24/1990,12,140000
577525,M,11/10/1992,11,180000
681928,F,2/14/1992,11,290000
682507,M,1/7/1992,11,320000
1104895,M,12/18/1992,10,100000
350952,M,2/15/1992,10,300000
687711,M,10/31/1990,11,300000
282011,F,6/25/1990,13,550000
785143,M,1/20/1992,10,300000
332141,M,12/27/1989,12,180000
133085,M,12/25/1988,14,445000
811167,M,2/10/1992,10,270000
507959,M,8/18/1991,11,240000
1297763,M,10/15/1989,12,105000
192703,M,10/4/1989,13,530000
214343,F,1/1/1991,12,350000
624732,F,10/11/1991,11,200000
925234,M,6/2/1992,10,400000
1073144,F,11/10/1990,11,335000
228148,F,9/16/1989,13,105000
597142,M,11/26/1993,9,340000
361671,M,10/11/1990,12,530000
242078,M,2/13/1989,13,480000
729568,F,5/19/1989,11,470000
1270516,M,1/1/1991,10,100000
938137,M,6/2/1993,10,675000
1218778,M,12/7/1991,10,180000
1258521,F,9/27/1992,10,225000
144911,M,12/31/1987,13,530000
61461,M,8/10/1988,14,130000
794528,M,5/23/1992,10,200000
278780,F,10/24/1987,13,350000
1069119,M,12/10/1990,12,120000
186085,M,6/30/1988,14,105000
1146950,M,12/26/1991,10,325000
633303,M,6/3/1993,11,160000
806655,F,1/10/1991,10,180000
872168,M,10/28/1992,10,330000
637114,M,12/6/1993,10,210000
1077214,M,3/23/1993,11,240000
230778,F,4/7/1990,13,325000
29054,M,5/6/1987,14,375000
839881,M,5/12/1989,12,95000
1152870,M,11/22/1991,9,100000
307997,M,4/1/1988,12,145000
227582,M,10/14/1987,13,540000
284439,M,10/14/1989,13,265000
309289,F,1/11/1990,12,385000
423047,M,8/11/1988,12,350000
629725,M,3/15/1991,11,100000
1224787,F,11/10/1993,9,700000
1090820,M,1/25/1991,11,240000
1245184,M,10/10/1989,9,215000
606094,F,5/14/1992,11,440000
986293,M,1/5/1992,10,200000
918414,M,5/27/1986,10,200000
1253312,M,7/25/1991,11,120000
472861,M,10/12/1992,10,265000
115560,M,5/6/1989,14,570000
1052796,M,11/5/1990,11,100000
914034,M,9/28/1991,10,480000
471545,M,2/29/1992,11,720000
796713,M,10/1/1991,10,380000
922488,M,10/2/1993,10,200000
326795,M,12/16/1991,12,455000
841631,M,4/23/1993,11,350000
1061300,M,1/12/1993,10,140000
358346,M,10/31/1990,12,460000
823529,F,10/19/1993,10,315000
820353,M,3/3/1991,7,300000
862259,F,12/28/1991,11,95000
982556,M,3/24/1992,10,350000
924712,M,3/15/1993,10,240000
820774,M,8/13/1991,10,180000
898195,M,6/18/1992,10,300000
1043815,M,3/22/1990,11,800000
541114,M,9/27/1989,13,140000
965697,M,1/22/1991,10,300000
716325,M,7/5/1992,11,100000
473243,F,8/12/1992,10,300000
1274483,M,8/8/1990,10,180000
281074,M,6/11/1989,13,2300000
1232025,F,4/18/1993,10,120000
333594,M,3/9/1991,12,590000
120918,M,8/6/1988,14,110000
1264748,M,7/9/1992,10,205000
1254777,F,10/5/1993,9,1800000
196429,M,4/27/1988,13,540000
421634,M,7/15/1991,12,360000
206733,M,5/4/1989,13,240000
300968,M,5/23/1989,13,450000
852880,M,4/22/1992,10,310000
961003,M,3/17/1993,10,150000
848578,M,1/1/1992,11,240000
328807,M,4/18/1990,12,600000
1063305,M,4/19/1990,11,240000
1262570,M,7/7/1990,10,145000
742534,M,9/8/1992,11,300000
319678,M,7/22/1991,12,550000
1138769,M,9/16/1991,11,110000
626510,F,3/20/1993,10,330000
1077044,M,7/7/1993,10,505000
458020,M,2/1/1990,12,335000
203412,M,3/28/1988,13,395000
587593,M,1/21/1986,12,300000
536526,M,8/5/1990,12,150000
1192843,M,3/24/1992,11,330000
814610,M,2/5/1992,11,180000
243279,F,10/2/1988,13,300000
1124993,F,7/25/1993,10,200000
693630,F,7/16/1990,11,105000
535193,F,4/22/1991,11,360000
308225,M,7/24/1989,12,460000
1088362,M,3/8/1989,13,100000
1063873,M,8/3/1992,11,150000
544522,M,3/20/1991,11,370000
351836,F,7/30/1991,12,180000
1255797,M,6/5/1992,9,320000
899699,M,6/6/1991,10,300000
425551,M,3/25/1990,12,360000
824917,M,11/29/1988,10,105000
334312,M,12/9/1990,12,490000
614115,M,8/14/1992,11,350000
1274331,M,8/13/1992,10,180000
456580,M,11/21/1991,12,150000
1058832,M,11/27/1990,11,100000
859453,M,8/22/1992,11,335000
342044,M,10/8/1989,12,420000
1207950,F,2/9/1992,10,235000
455934,M,1/14/1991,12,60000
1020633,M,6/6/1992,10,610000
120511,M,12/3/1988,14,115000
48107,M,9/9/1987,14,4000000
1218477,M,11/9/1991,9,180000
358100,F,8/8/1991,12,350000
664337,M,1/24/1991,11,250000
614210,M,9/22/1992,10,225000
1018051,M,3/24/1992,11,145000
1136448,M,10/4/1992,10,265000
809429,M,1/13/1992,11,205000
1236393,F,2/6/1993,9,120000
1029538,M,8/5/1990,11,340000
959436,F,5/17/1993,10,105000
215845,M,1/18/1987,13,280000
434561,M,1/26/1989,12,100000
801301,M,9/5/1991,10,200000
825043,F,8/27/1991,10,305000
421679,M,7/3/1989,12,120000
240990,M,5/24/1988,13,505000
820457,M,6/5/1992,10,300000
1094002,F,9/8/1992,10,325000
1250429,M,1/4/1992,11,1500000
325730,F,1/21/1991,12,820000
861982,M,3/25/1991,11,305000
922592,M,8/20/1992,10,180000
1218606,M,9/28/1991,10,120000
197194,M,8/2/1989,13,240000
1063486,M,6/5/1990,12,95000
831042,F,9/28/1992,10,300000
466661,F,5/15/1991,12,200000
334001,M,8/25/1990,12,415000
1068237,M,6/27/1993,10,110000
639536,M,4/28/1990,11,210000
872434,M,2/24/1991,10,120000
220642,M,12/20/1988,13,700000
879126,F,8/22/1989,10,350000
1075753,F,7/21/1993,9,300000
339705,F,12/4/1990,12,240000
1106060,F,4/4/1992,10,310000
320536,M,8/28/1990,12,490000
1031152,M,4/30/1992,10,330000
230113,M,1/19/1989,13,650000
53132,M,9/17/1988,14,755000
243949,M,4/15/1990,13,600000
281195,M,7/8/1989,13,250000
1122979,M,2/7/1991,11,335000
861954,M,1/17/1992,11,350000
455164,F,7/22/1990,12,200000
845625,F,3/13/1992,10,150000
51397,F,4/27/1988,14,680000
552939,M,4/13/1991,12,200000
922603,M,5/13/1992,10,320000
1229814,F,1/7/1992,11,315000
988541,F,4/7/1992,10,275000
271119,M,12/1/1989,13,470000
800223,M,4/17/1992,10,330000
1281760,M,9/10/1992,10,250000
656694,F,5/19/1991,11,400000
1117619,M,7/29/1992,11,120000
781902,M,4/3/1991,11,130000
861979,M,7/2/1990,11,240000
325403,F,5/1/1991,12,100000
240137,M,1/5/1989,13,650000
1019771,M,10/9/1990,10,240000
955531,F,10/2/1992,10,300000
1203490,M,7/10/1992,9,95000
344262,M,5/25/1990,12,240000
619705,M,10/20/1991,11,800000
885459,M,8/27/1992,10,145000
327983,F,9/1/1990,12,420000
123182,F,7/16/1989,11,160000
230511,M,4/14/1985,13,240000
1281171,F,8/19/1992,10,300000
104314,F,12/1/1988,14,530000
722916,M,10/18/1990,12,405000
1098819,F,7/7/1990,12,90000
653103,M,1/5/1991,11,200000
807970,M,1/19/1992,11,350000
1094324,M,10/23/1992,10,340000
542424,M,1/8/1992,11,215000
1031075,M,6/12/1993,10,280000
112780,F,7/20/1990,13,240000
1089264,M,9/24/1992,11,325000
1000456,M,4/18/1986,11,320000
691865,M,9/4/1992,11,240000
995969,M,3/11/1992,11,180000
1122901,M,4/11/1989,12,245000
1037159,M,11/12/1990,11,335000
272353,M,6/14/1988,13,400000
270814,M,6/8/1989,13,240000
1006997,F,9/13/1992,10,300000
676764,M,9/6/1989,11,170000
568835,M,1/7/1991,12,180000
78723,M,8/23/1987,14,425000
660772,M,7/29/1991,12,480000
1142387,M,1/15/1993,10,180000
440759,M,1/16/1991,12,140000
1218863,F,8/24/1992,10,150000
358189,M,11/20/1989,12,345000
1193152,M,11/13/1992,10,300000
202935,M,11/8/1988,13,440000
656288,F,7/1/1992,11,180000
640015,M,8/25/1990,12,190000
306802,M,2/28/1990,13,240000
514731,M,9/18/1990,12,445000
143926,F,12/7/1989,13,500000
244793,M,12/19/1988,13,410000
786668,F,8/9/1992,12,215000
831367,M,7/2/1993,10,600000
1204990,M,12/21/1992,10,350000
872116,M,1/15/1993,10,300000
457145,M,4/6/1990,12,180000
449397,F,1/20/1988,12,120000
360148,M,7/30/1990,12,390000
1172229,F,6/14/1991,12,175000
326565,F,2/5/1990,12,305000
795799,M,10/6/1991,10,405000
669977,M,3/6/1991,11,350000
1078108,F,7/14/1991,11,325000
467504,F,11/4/1990,12,340000
641305,F,5/19/1992,11,325000
454538,M,12/19/1988,12,240000
767258,M,10/12/1990,11,200000
1111619,M,2/12/1992,10,265000
1297877,F,10/6/1991,10,220000
1117138,M,5/15/1991,11,335000
938300,M,8/12/1991,10,325000
305011,M,7/24/1989,13,240000
676834,M,1/18/1992,11,380000
322724,M,2/1/1991,12,415000
46302,M,7/31/1988,14,350000
246607,M,12/6/1989,13,480000
333041,M,5/28/1989,12,560000
833102,M,12/25/1993,10,165000
